STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,sex,Sex,age,Age class,unit,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,1996,,16.5,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,1997,,15.1,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,1999,,17.4,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2000,,17.5,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2001,,16.0,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2002,,16.8,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2003,,18.4,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2004,,17.4,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2005,,19.1,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2006,,21.4,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2007,,21.7,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2008,,23.4,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2009,,28.6,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2010,,29.0,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2011,,30.7,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2012,,31.4,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2013,,30.2,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2014,,26.5,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2015,,22.6,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2016,,19.6,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2017,,17.8,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2018,,15.3,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2019,,15.5,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,1995,,4.1,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,1996,,5.2,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,1997,,5.4,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,1998,,4.8,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,1999,,4.5,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2000,,4.6,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2001,,4.2,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2002,,5.9,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2003,,5.4,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2004,,6.8,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2005,,7.0,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2006,,6.1,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2007,,6.0,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2008,,5.1,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2009,,7.0,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2010,,6.6,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2011,,5.9,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2012,,6.5,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2013,,7.0,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2014,,7.8,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2015,,7.9,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2016,,8.5,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2017,,7.1,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2018,,6.3,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2019,,5.7,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2020,,7.7,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2021,,8.0,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2022,,6.4,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2023,,7.3,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2024,,7.4,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BA,Bosnia and Herzegovina,2021,,30.9,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BA,Bosnia and Herzegovina,2022,,27.6,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BA,Bosnia and Herzegovina,2023,,23.2,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BA,Bosnia and Herzegovina,2024,,21.4,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,1992,,10.1,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,1993,,12.0,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,1994,,15.2,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,1995,,15.3,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,1996,,15.0,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,1997,,14.0,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,1998,,14.5,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,1999,,14.1,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2000,,10.2,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2001,,8.5,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2002,,11.7,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2003,,14.3,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2004,,13.5,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2005,,14.9,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2006,,14.2,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2007,,13.5,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2008,,12.2,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2009,,15.2,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2010,,15.6,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2011,,12.6,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2012,,14.7,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2013,,15.1,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2014,,17.0,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2015,,15.4,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2016,,14.2,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2017,,12.9,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2018,,11.1,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2019,,9.1,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2020,,11.0,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2021,,13.7,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2022,,13.4,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2023,,12.7,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2024,,12.6,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2000,,23.5,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2001,,26.9,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2002,,24.8,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2003,,18.4,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2004,,15.9,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2005,,13.3,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2006,,11.8,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2007,,9.4,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2008,,7.3,,b,break in time series,,
