STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,sex,Sex,age,Age class,unit,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",SK,Slovakia,2006,,21.0,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",SK,Slovakia,2007,,20.1,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",SK,Slovakia,2008,,19.4,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",SK,Slovakia,2009,,18.0,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",SK,Slovakia,2010,,17.5,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",SK,Slovakia,2011,,17.1,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",SK,Slovakia,2012,,16.2,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",SK,Slovakia,2013,,16.0,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",SK,Slovakia,2014,,16.3,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",SK,Slovakia,2015,,15.6,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",SK,Slovakia,2016,,15.1,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",SK,Slovakia,2017,,15.7,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",SK,Slovakia,2018,,15.2,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",SK,Slovakia,2019,,15.0,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",SK,Slovakia,2020,,13.9,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",SK,Slovakia,2021,,13.7,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",SK,Slovakia,2022,,13.3,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",SK,Slovakia,2023,,13.1,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",SK,Slovakia,2024,,13.0,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",TR,Türkiye,2006,,77.4,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",TR,Türkiye,2007,,76.5,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",TR,Türkiye,2008,,76.1,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",TR,Türkiye,2009,,75.9,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",TR,Türkiye,2010,,75.8,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",TR,Türkiye,2011,,75.0,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",TR,Türkiye,2012,,73.6,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",TR,Türkiye,2013,,72.5,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",TR,Türkiye,2014,,72.2,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",TR,Türkiye,2015,,70.5,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",TR,Türkiye,2016,,68.9,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",TR,Türkiye,2017,,67.7,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",TR,Türkiye,2018,,66.4,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",TR,Türkiye,2019,,64.4,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",TR,Türkiye,2020,,62.2,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",TR,Türkiye,2021,,60.2,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",TR,Türkiye,2022,,58.4,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",TR,Türkiye,2023,,56.6,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",TR,Türkiye,2024,,54.9,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,1992,,58.2,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,1993,,57.8,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,1994,,55.5,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,1995,,54.1,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,1996,,55.1,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,1997,,52.3,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,1999,,43.1,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2000,,40.8,,u,low reliability,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2001,,39.7,,u,low reliability,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2002,,38.0,,u,low reliability,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2003,,34.1,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2004,,33.3,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2005,,31.5,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2006,,30.2,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2007,,29.1,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2008,,29.3,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2009,,27.8,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2010,,26.0,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2011,,25.2,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2012,,23.0,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2013,,22.3,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2014,,21.6,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2015,,20.5,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2016,,20.2,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2017,,19.6,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2018,,18.8,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",UK,United Kingdom,2019,,18.3,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,1995,,52.7,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,1996,,54.4,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,1997,,57.3,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,1998,,57.8,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,1999,,55.1,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2000,,,,u,low reliability,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2001,,,,u,low reliability,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2002,,,,u,low reliability,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2003,,,,u,low reliability,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2004,,58.7,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2005,,58.9,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2006,,57.8,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2007,,57.6,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2008,,58.1,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2009,,57.7,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2010,,58.2,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2011,,58.6,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2012,,58.5,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2013,,58.1,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2014,,50.1,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2015,,49.8,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2016,,48.9,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2017,,48.6,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2018,,49.1,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2019,,48.3,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2020,,48.1,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2021,,47.7,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2022,,47.4,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2023,,45.9,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2024,,45.8,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BA,Bosnia and Herzegovina,2021,,55.6,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,F,Females,Y15-64,From 15 to 64 years,PC,Percentage,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BA,Bosnia and Herzegovina,2022,,55.8,,,,,
