STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,age,Age class,isced11,International Standard Classification of Education (ISCED 2011),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,LV,Latvia,2010,,59.0,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,LV,Latvia,2011,,60.2,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,LV,Latvia,2012,,61.7,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,LV,Latvia,2013,,63.4,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,LV,Latvia,2014,,64.3,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,LV,Latvia,2015,,66.4,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,LV,Latvia,2016,,67.6,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,LV,Latvia,2017,,68.4,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,LV,Latvia,2018,,70.1,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,LV,Latvia,2019,,70.7,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,LV,Latvia,2020,,70.2,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,LV,Latvia,2021,,68.0,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,LV,Latvia,2022,,70.2,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,LV,Latvia,2023,,70.2,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,LV,Latvia,2024,,70.0,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,ME,Montenegro,2011,,40.2,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,ME,Montenegro,2012,,41.9,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,ME,Montenegro,2013,,42.5,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,ME,Montenegro,2014,,45.3,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,ME,Montenegro,2015,,46.9,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,ME,Montenegro,2016,,46.8,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,ME,Montenegro,2017,,46.8,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,ME,Montenegro,2018,,48.4,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,ME,Montenegro,2019,,49.7,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,ME,Montenegro,2020,,44.4,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MK,North Macedonia,2006,,30.7,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MK,North Macedonia,2007,,32.3,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MK,North Macedonia,2008,,32.9,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MK,North Macedonia,2009,,33.5,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MK,North Macedonia,2010,,34.0,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MK,North Macedonia,2011,,35.3,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MK,North Macedonia,2012,,35.3,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MK,North Macedonia,2013,,37.3,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MK,North Macedonia,2014,,37.4,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MK,North Macedonia,2015,,38.8,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MK,North Macedonia,2016,,39.2,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MK,North Macedonia,2017,,40.3,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MK,North Macedonia,2018,,41.7,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MK,North Macedonia,2019,,44.7,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MK,North Macedonia,2020,,45.3,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MT,Malta,2000,,33.4,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MT,Malta,2001,,32.7,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MT,Malta,2002,,34.3,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MT,Malta,2003,,33.4,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MT,Malta,2004,,31.6,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MT,Malta,2005,,33.4,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MT,Malta,2006,,33.7,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MT,Malta,2007,,36.0,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MT,Malta,2008,,37.7,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MT,Malta,2009,,38.0,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MT,Malta,2010,,39.5,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MT,Malta,2011,,41.5,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MT,Malta,2012,,45.3,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MT,Malta,2013,,48.8,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MT,Malta,2014,,51.6,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MT,Malta,2015,,52.5,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MT,Malta,2016,,55.0,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MT,Malta,2017,,57.6,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MT,Malta,2018,,60.7,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MT,Malta,2019,,61.0,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MT,Malta,2020,,62.7,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MT,Malta,2021,,65.4,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MT,Malta,2022,,69.7,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MT,Malta,2023,,70.3,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,MT,Malta,2024,,72.3,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,1983,,34.5,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,1985,,36.0,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,1987,,42.4,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,1988,,43.4,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,1989,,44.4,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,1990,,46.7,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,1991,,48.3,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,1992,,50.9,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,1993,,51.7,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,1994,,52.7,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,1995,,53.2,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,1996,,54.8,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,1997,,56.9,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,1998,,58.9,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,1999,,61.3,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,2000,,63.4,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,2001,,65.3,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,2002,,65.9,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,2003,,66.0,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,2004,,65.7,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,2005,,63.0,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,2006,,64.2,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,2007,,66.5,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,2008,,68.1,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,2009,,68.5,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,2010,,68.3,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,2011,,68.9,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,2012,,69.4,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,2013,,69.0,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,2014,,68.1,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,2015,,69.2,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,2016,,70.1,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,2017,,71.3,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,2018,,72.8,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,2019,,74.1,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,2020,,73.9,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,2021,,76.6,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,2022,,78.1,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,2023,,78.9,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NL,Netherlands,2024,,78.9,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NO,Norway,1995,,67.7,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NO,Norway,1996,,69.9,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NO,Norway,1997,,71.6,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NO,Norway,1998,,73.7,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NO,Norway,1999,,74.0,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NO,Norway,2000,,73.9,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,NO,Norway,2001,,73.8,,,,,
